language	compound	folder	images	sentence	type pred
Portuguese-Brazil	livro fechado	livro fechado	['18526005858.png', '31646793500.png', '95358893101.png', '76885035437.png', '44064293522.png']	Disse que a arte da ilusão praticada pelo negro era baseada numa compreensão profunda dos costumes do homem branco; por outro lado, o negro havia permanecido um livro fechado para o homem branco, já que jamais demonstrara qualquer interesse em compreender o negro.	
Portuguese-Brazil	livro fechado	livro fechado	['18526005858.png', '31646793500.png', '95358893101.png', '76885035437.png', '44064293522.png']	Eis um relato interessante, um homem inteligente, e que passa para o papel, mais do que as jornadas de homens e de mulheres em busca de si mesmos, mas uma pergunta que fica sobressaltando a cada livro fechado: qual o sentido da vida?	
Portuguese-Brazil	abrir os olhos de alguém	abrir os olhos de alguém	['75058943574.png', '33542798360.png', '15430599019.png', '97760689506.png', '60488754184.png']	A Marizé teve cenas fortes e abordou assuntos importantes, como bullying, e acha que é fundamental tocar nesses temas, até para abrir os olhos de pais e crianças.	
Portuguese-Brazil	abrir os olhos de alguém	abrir os olhos de alguém	['75058943574.png', '33542798360.png', '15430599019.png', '97760689506.png', '60488754184.png']	Alguns permaneciam largados ao chão, talvez decidindo se deveriam abrir os olhos ou não, enquanto outros gritavam, olhando- se uns a os outros, não acreditando naquela terrível realidade que assolara seu povo.	
Portuguese-Brazil	abrir os olhos de alguém	abrir os olhos de alguém	['75058943574.png', '33542798360.png', '15430599019.png', '97760689506.png', '60488754184.png']	Meu filho está com a cabeça bastante machucada, ele não consegue abrir os olhos e só geme de dor, se não fosse a ex-primeira dama do município, não sei o que faria.	
Portuguese-Brazil	abrir os olhos de alguém	abrir os olhos de alguém	['75058943574.png', '33542798360.png', '15430599019.png', '97760689506.png', '60488754184.png']	Uma pessoa cuja principal tarefa em o mundo é abrir os olhos dos outros diante de um poderoso inimigo, o qual ele próprio faz questão de nomear com todas as letras.	
Portuguese-Brazil	passar raspando	passar raspando	['61171783886.png', '24410753743.png', '10921910014.png', '96125930785.png', '30609887309.png']	A navalha do barbeiro passou raspando pela pele do cliente, sem causar ferimentos.	
Portuguese-Brazil	passar raspando	passar raspando	['61171783886.png', '24410753743.png', '10921910014.png', '96125930785.png', '30609887309.png']	Ele segurou a lâmina com firmeza, fazendo-a passar raspando pela corda sem cortá-la.	
Portuguese-Brazil	passar raspando	passar raspando	['61171783886.png', '24410753743.png', '10921910014.png', '96125930785.png', '30609887309.png']	No estadual, o clube do interior passou raspando no rebaixamento, ficando em segundo lugar no quadrangular da permanência	
Portuguese-Brazil	passar raspando	passar raspando	['61171783886.png', '24410753743.png', '10921910014.png', '96125930785.png', '30609887309.png']	O Governo obteve vitória estratégica com o projeto, mas o texto passou raspando, foram 53 votos a favor e 16 contra.	
Portuguese-Brazil	colírio para os olhos	colírio para os olhos	['21657350229.png', '95822511013.png', '87061815430.png', '25865794054.png', '95250272710.png']	Com um visual paradisíaco, o Caribe panamenho é um verdadeiro colírio para os olhos e para a alma, com suas águas azul-esverdeadas e coqueiros.	
Portuguese-Brazil	colírio para os olhos	colírio para os olhos	['21657350229.png', '95822511013.png', '87061815430.png', '25865794054.png', '95250272710.png']	Muitas vezes é um colírio para os olhos dos telespectadores ligar a televisão e se deparar com o elenco de O Outro Lado do Paraíso na tela.	
Portuguese-Brazil	colírio para os olhos	colírio para os olhos	['21657350229.png', '95822511013.png', '87061815430.png', '25865794054.png', '95250272710.png']	O colírio para os olhos serve para tratar diversas condições oculares, como alergias, ressecamento, inflamações e infecções.	
Portuguese-Brazil	colírio para os olhos	colírio para os olhos	['21657350229.png', '95822511013.png', '87061815430.png', '25865794054.png', '95250272710.png']	Os frascos de colírio para os olhos e remédios para os ouvidos são muito semelhantes.	
Portuguese-Brazil	que acorda com as galinhas	que acorda com as galinhas	['77131270636.png', '26510544390.png', '89436157424.png', '12526593937.png', '90317927297.png']	Analisando como seu relógio biológico funciona, você pode descobrir se é da turma que acorda com as galinhas ou se vira a noite com as corujas.	
Portuguese-Brazil	que acorda com as galinhas	que acorda com as galinhas	['77131270636.png', '26510544390.png', '89436157424.png', '12526593937.png', '90317927297.png']	Durante o acampamento rural, os meninos acordaram com as galinhas bicando a palha do chão.	
Portuguese-Brazil	que acorda com as galinhas	que acorda com as galinhas	['77131270636.png', '26510544390.png', '89436157424.png', '12526593937.png', '90317927297.png']	Ele dormiu na fazenda e acordou com as galinhas cantando ao seu redor.	
Portuguese-Brazil	que acorda com as galinhas	que acorda com as galinhas	['77131270636.png', '26510544390.png', '89436157424.png', '12526593937.png', '90317927297.png']	Enquanto pede mais cinco minutinhos de sono pela manhã, a turma que acorda com as galinhas já levantou, tomou café e começou o dia.	
Portuguese-Brazil	berço de ouro	berço de ouro	['62033804389.png', '39980827571.png', '96355156356.png', '34460300453.png', '62554342794.png']	A maioria das pessoas acha que quando uma criança nasce em berço de ouro, dificilmente precisa se esforçar para algo, mas há exceções.	
Portuguese-Brazil	berço de ouro	berço de ouro	['62033804389.png', '39980827571.png', '96355156356.png', '34460300453.png', '62554342794.png']	Eles nasceram em berço de ouro, mas eu nasci pobre, sempre que queria alguma coisa, tinha que ajudar em casa para ganhar.	
Portuguese-Brazil	berço de ouro	berço de ouro	['62033804389.png', '39980827571.png', '96355156356.png', '34460300453.png', '62554342794.png']	O museu exibia um antigo berço de ouro usado por uma família real do século XVIII.	
Portuguese-Brazil	berço de ouro	berço de ouro	['62033804389.png', '39980827571.png', '96355156356.png', '34460300453.png', '62554342794.png']	Para celebrar o nascimento do herdeiro, a família encomendou um berço de ouro adornado com pedras preciosas.	
Portuguese-Brazil	prova de fogo	prova de fogo	['67078988996.png', '67435258743.png', '48999859502.png', '33117578478.png', '55246640631.png']	A imprensa espanhola descreve o julgamento como uma prova de fogo para a democracia do país, naquele que é considerado o maior evento jurídico desde o fim da ditadura franquista, em 1976.	
Portuguese-Brazil	prova de fogo	prova de fogo	['67078988996.png', '67435258743.png', '48999859502.png', '33117578478.png', '55246640631.png']	Depois de mais uma prova de fogo para a resistência dos foliões, foram todos convidados para comer feijoada na Rua Bertioga, onde mora a sobrinha de Batata e atual presidente do bloco, Fátima Araújo.	
Portuguese-Brazil	prova de fogo	prova de fogo	['67078988996.png', '67435258743.png', '48999859502.png', '33117578478.png', '55246640631.png']	No treinamento dos bombeiros, a última etapa era uma prova de fogo, em que era preciso atravessar o corredor em chamas controladas usando o equipamento completo.	
Portuguese-Brazil	prova de fogo	prova de fogo	['67078988996.png', '67435258743.png', '48999859502.png', '33117578478.png', '55246640631.png']	Os arqueólogos reconstituíram uma antiga prova de fogo, em que as ferramentas de pedra eram expostas ao calor para aumentar sua resistência.	
Portuguese-Brazil	tempestade em copo dágua	tempestade em copo dágua	['48834787809.png', '93135421182.png', '28026075769.png', '17506798901.png', '79484623819.png']		
Portuguese-Brazil	caixa preta	caixa preta	['38789783040.png', '76215666728.png', '74018958455.png', '51971345498.png', '15889422442.png']		
Portuguese-Portugal	treinador de bancada	treinador de bancada	['67360799200.png', '19516183718.png', '28266198709.png', '74826044039.png', '14817162227.png']	No entanto, é crucial entender que os treinadores de bancada não têm a mesma perspetiva e conhecimento que os treinadores profissionais têm.	
Portuguese-Portugal	treinador de bancada	treinador de bancada	['67360799200.png', '19516183718.png', '28266198709.png', '74826044039.png', '14817162227.png']	O futebol é um desporto que causa entusiasmo e, na realidade, em cada pai/adepto pode aparecer um verdadeiro treinador de bancada.	
Portuguese-Portugal	treinador de bancada	treinador de bancada	['67360799200.png', '19516183718.png', '28266198709.png', '74826044039.png', '14817162227.png']	Os treinadores de bancada da justiça ou de processos podem causar um mal maior do que os que se digladiam no dia seguinte sobre o jogo da véspera.	
Portuguese-Portugal	treinador de bancada	treinador de bancada	['67360799200.png', '19516183718.png', '28266198709.png', '74826044039.png', '14817162227.png']	Portugal parece ter encontrado um novo tema para treinadores de bancada: a Grécia.	
Portuguese-Portugal	beco sem saída	beco sem saída	['35834825743.png', '45397293035.png', '23018037077.png', '54758776435.png', '14537889193.png']	Esta Assembleia e o Governo concluem que o actual sistema político e económico é um beco sem saída e uma marcha para o abismo sem hipótese de regresso.	
Portuguese-Portugal	beco sem saída	beco sem saída	['35834825743.png', '45397293035.png', '23018037077.png', '54758776435.png', '14537889193.png']	Situada num beco sem saída, a propriedade fica perto de tudo, a 5 minutos de Loulé e a 10 minutos do aeroporto.	
Portuguese-Portugal	beco sem saída	beco sem saída	['35834825743.png', '45397293035.png', '23018037077.png', '54758776435.png', '14537889193.png']	Vivenda privada com 6 quartos e 7 casas de banho, localizada num beco sem saída, sem carros de passagem.	
Portuguese-Portugal	beco sem saída	beco sem saída	['35834825743.png', '45397293035.png', '23018037077.png', '54758776435.png', '14537889193.png']	É evidente que se está a tentar empurrar a classe operária e os trabalhadores deste país para uma situação de impasse e de beco sem saída, de que os trabalhadores serão as primeiras vítimas.	
Portuguese-Portugal	prémio da academia	prémio da academia	['33935218745.png', '68410279405.png', '72059456335.png', '67608627557.png', '87116786721.png']	Os prémios da Academia de Cinema de Hollywood, aqueles que todos conhecemos como “Óscares”, serão possivelmente a maior consagração dentro da indústria cinematográfica à escala mundial.	
Portuguese-Portugal	prémio da academia	prémio da academia	['33935218745.png', '68410279405.png', '72059456335.png', '67608627557.png', '87116786721.png']	Pela primeira vez, há um projeto português nomeado para o prémio da Academia	
Portuguese-Portugal	prémio da academia	prémio da academia	['33935218745.png', '68410279405.png', '72059456335.png', '67608627557.png', '87116786721.png']	Souto Moura vence prémio da Academia Americana de Artes e Letras.	
Portuguese-Portugal	prémio da academia	prémio da academia	['33935218745.png', '68410279405.png', '72059456335.png', '67608627557.png', '87116786721.png']	«A Viagem», de Henrique Lopes, foi considerada a Melhor Curta-Metragem Experimental nos Prémios Sophia Estudante 2019 um prémio da Academia Portuguesa de Cinema.	
Portuguese-Portugal	mar de rosas	mar de rosas	['28791767659.png', '19868640539.png', '11762373814.png', '23184747504.png', '76777875198.png']	As pétalas foram arrastadas pelo vento para o rio e formaram um mar de rosas.	
Portuguese-Portugal	mar de rosas	mar de rosas	['28791767659.png', '19868640539.png', '11762373814.png', '23184747504.png', '76777875198.png']	Julia Roberts descobre que afinal a sua vida não era um mar de rosas, ao descobrir o marido nos braços de outra.	
Portuguese-Portugal	mar de rosas	mar de rosas	['28791767659.png', '19868640539.png', '11762373814.png', '23184747504.png', '76777875198.png']	Porém, se muitos passos têm sido dados no sentido da transformação da região, que não se fique a pensar que Viseu é um «mar de rosas», pois muitas carências se mantêm, às quais urge fazer face de forma frontal.	
Portuguese-Portugal	mar de rosas	mar de rosas	['28791767659.png', '19868640539.png', '11762373814.png', '23184747504.png', '76777875198.png']	Um mar de rosas estendia-se à nossa frente, no lago, depois da tempestade violenta que destruíra o jardim.	
Portuguese-Portugal	advogado do diabo	advogado do diabo	['36731451407.png', '91697914030.png', '53196844656.png', '67058712969.png', '13442509732.png']	Dito isto e em modo de advogado do diabo, a noção é que as legislativas de 2025 são um termo de comparação muito mais fiável do que as autárquicas de 2021.	
